"AccountNumber","AccountType","Posted Date","Amount","Description","Check Number","Category","Balance","Note",""
"0001112223","CK",2/3/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$10944.73,"",
"0001112223","CK",2/3/2022,($134.43),"DEBITCARD: Event Tickets","","Entertainment",$10810.30,"",
"0001112223","CK",2/3/2022,($59.00),"DEBITCARD: Gas Station","","Gas / Fuel",$10751.30,"",
"0001112223","CK",2/3/2022,($9.70),"DEBITCARD: Pharmacy","","Health",$10741.60,"",
"0001112223","CK",2/4/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$10316.60,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",2/4/2022,($28.49),"DEBITCARD: Restaurant","","Food & Drink",$10288.11,"",
"0001112223","CK",2/5/2022,($79.99),"ACH:ISP INTERNET BILL","","Internet",$10208.12,"",
"0001112223","CK",2/5/2022,($11.59),"DEBITCARD: Books","","Shopping",$10196.53,"",
"0001112223","CK",2/5/2022,($12.88),"DEBITCARD: Pet Supplies","","Pets",$10183.65,"",
"0001112223","CK",2/6/2022,$429.84,"ACH:MOONLIGHT GIG","","Misc. Income",$10613.49,"Side work",
"0001112223","CK",2/6/2022,($29.88),"DEBITCARD: Restaurant","","Food & Drink",$10583.61,"",
"0001112223","CK",2/7/2022,($42.69),"DEBITCARD: Event Tickets","","Entertainment",$10540.92,"",
"0001112223","CK",2/8/2022,($39.99),"ACH:GYM MEMBERSHIP","","Health",$10500.93,"",
"0001112223","CK",2/8/2022,($59.15),"DEBITCARD: Hardware Store","","Home",$10441.78,"",
"0001112223","CK",2/9/2022,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$10421.79,"",
"0001112223","CK",2/9/2022,($68.00),"ACH:MOBILE PHONE","","Utilities",$10353.79,"",
"0001112223","CK",2/9/2022,($78.17),"DEBITCARD: Hardware Store","","Home",$10275.62,"",
"0001112223","CK",2/11/2022,($191.04),"ACH:ELECTRIC BILL","","Utilities",$10084.58,"",
"0001112223","CK",2/12/2022,($7.82),"DEBITCARD: Streaming Add-on","","Entertainment",$10076.76,"",
"0001112223","CK",2/13/2022,($210.00),"ACH:STUDENT LOAN SERVICER","","Loans",$9866.76,"",
"0001112223","CK",2/13/2022,($4.18),"DEBITCARD: Coffee Shop","","Food & Drink",$9862.58,"",
"0001112223","CK",2/14/2022,($50.76),"DEBITCARD: Gas Station","","Gas / Fuel",$9811.82,"",
"0001112223","CK",2/14/2022,($9.39),"DEBITCARD: Coffee Shop","","Food & Drink",$9802.43,"",
"0001112223","CK",2/15/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$13602.43,"",
"0001112223","CK",2/16/2022,($31.97),"DEBITCARD: Hardware Store","","Home",$13570.46,"",
"0001112223","CK",2/17/2022,($750.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$12820.46,"budgeteer:apply=savings",
"0001112223","CK",2/17/2022,($186.65),"DEBITCARD: Grocery Store","","Groceries",$12633.81,"",
"0001112223","CK",2/17/2022,($36.49),"DEBITCARD: Pharmacy","","Health",$12597.32,"",
"0001112223","CK",2/17/2022,($17.80),"DEBITCARD: Restaurant","","Food & Drink",$12579.52,"",
"0001112223","CK",2/18/2022,($9.64),"DEBITCARD: Streaming Add-on","","Entertainment",$12569.88,"",
"0001112223","CK",2/19/2022,($41.07),"DEBITCARD: Pharmacy","","Health",$12528.81,"",
"0001112223","CK",2/20/2022,($10.99),"DEBITCARD: Streaming Add-on","","Entertainment",$12517.82,"",
"0001112223","CK",2/20/2022,($115.74),"DEBITCARD: Clothing Store","","Shopping",$12402.08,"",
"0001112223","CK",2/21/2022,($81.33),"DEBITCARD: Event Tickets","","Entertainment",$12320.75,"",
"0001112223","CK",2/22/2022,($43.62),"ACH:WATER BILL","","Utilities",$12277.13,"",
"0001112223","CK",2/23/2022,($58.53),"DEBITCARD: Pharmacy","","Health",$12218.60,"",
"0001112223","CK",2/24/2022,($30.55),"DEBITCARD: Gas Station","","Gas / Fuel",$12188.05,"",
"0001112223","CK",2/26/2022,($29.77),"DEBITCARD: Pharmacy","","Health",$12158.28,"",
"0001112223","CK",2/26/2022,($8.70),"DEBITCARD: Pharmacy","","Health",$12149.58,"",
"0001112223","CK",2/27/2022,($1763.15),"ACH:CREDIT CARD PAYMENT","","Credit Card",$10386.43,"",
"0001112223","CK",2/27/2022,($5.54),"DEBITCARD: Streaming Add-on","","Entertainment",$10380.89,"",
"0001112223","CK",2/27/2022,($8.48),"DEBITCARD: Coffee Shop","","Food & Drink",$10372.41,"",
"0001112223","CK",2/28/2022,($74.73),"DEBITCARD: Hardware Store","","Home",$10297.68,"",
"0001112223","CK",3/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$14097.68,"",
"0001112223","CK",3/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$11908.68,"",
"0001112223","CK",3/1/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$11663.68,"",
"0001112223","CK",3/1/2022,($31.41),"DEBITCARD: Restaurant","","Food & Drink",$11632.27,"",
"0001112223","CK",3/3/2022,($143.82),"DEBITCARD: Grocery Store","","Groceries",$11488.45,"",
"0001112223","CK",3/3/2022,($42.72),"DEBITCARD: Gas Station","","Gas / Fuel",$11445.73,"",
"0001112223","CK",3/3/2022,($70.93),"DEBITCARD: Gas Station","","Gas / Fuel",$11374.80,"",
"0001112223","CK",3/4/2022,($12.06),"DEBITCARD: Ride Share","","Auto & Transport",$11362.74,"",
"0001112223","CK",3/5/2022,($79.99),"ACH:ISP INTERNET BILL","","Internet",$11282.75,"",
"0001112223","CK",3/5/2022,($213.88),"DEBITCARD: Event Tickets","","Entertainment",$11068.87,"",
"0001112223","CK",3/6/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$10643.87,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",3/7/2022,$594.09,"ACH:MOONLIGHT GIG","","Misc. Income",$11237.96,"Side work",
"0001112223","CK",3/8/2022,($30.88),"DEBITCARD: Restaurant","","Food & Drink",$11207.08,"",
"0001112223","CK",3/8/2022,($73.69),"DEBITCARD: Gas Station","","Gas / Fuel",$11133.39,"",
"0001112223","CK",3/8/2022,($27.02),"DEBITCARD: Books","","Shopping",$11106.37,"",
"0001112223","CK",3/8/2022,($12.45),"DEBITCARD: Ride Share","","Auto & Transport",$11093.92,"",
"0001112223","CK",3/9/2022,($39.99),"ACH:GYM MEMBERSHIP","","Health",$11053.93,"",
"0001112223","CK",3/9/2022,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$11033.94,"",
"0001112223","CK",3/9/2022,($38.98),"DEBITCARD: Pet Supplies","","Pets",$10994.96,"",
"0001112223","CK",3/9/2022,($27.94),"DEBITCARD: Books","","Shopping",$10967.02,"",
"0001112223","CK",3/10/2022,($16.26),"DEBITCARD: Books","","Shopping",$10950.76,"",
"0001112223","CK",3/10/2022,($61.59),"DEBITCARD: Pharmacy","","Health",$10889.17,"",
"0001112223","CK",3/11/2022,($68.00),"ACH:MOBILE PHONE","","Utilities",$10821.17,"",
"0001112223","CK",3/11/2022,($25.49),"DEBITCARD: Ride Share","","Auto & Transport",$10795.68,"",
"0001112223","CK",3/12/2022,($32.49),"DEBITCARD: Hardware Store","","Home",$10763.19,"",
"0001112223","CK",3/13/2022,($210.00),"ACH:STUDENT LOAN SERVICER","","Loans",$10553.19,"",
"0001112223","CK",3/14/2022,($42.39),"DEBITCARD: Pharmacy","","Health",$10510.80,"",
"0001112223","CK",3/15/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$14310.80,"",
"0001112223","CK",3/15/2022,($131.54),"ACH:ELECTRIC BILL","","Utilities",$14179.26,"",
"0001112223","CK",3/15/2022,($30.45),"DEBITCARD: Pharmacy","","Health",$14148.81,"",
"0001112223","CK",3/16/2022,($136.00),"DEBITCARD: Clothing Store","","Shopping",$14012.81,"",
"0001112223","CK",3/16/2022,($70.78),"DEBITCARD: Hardware Store","","Home",$13942.03,"",
"0001112223","CK",3/16/2022,($76.15),"DEBITCARD: Hardware Store","","Home",$13865.88,"",
"0001112223","CK",3/17/2022,($750.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$13115.88,"budgeteer:apply=savings",
"0001112223","CK",3/17/2022,($20.87),"DEBITCARD: Pet Supplies","","Pets",$13095.01,"",
"0001112223","CK",3/18/2022,($68.61),"DEBITCARD: Grocery Store","","Groceries",$13026.40,"",
"0001112223","CK",3/18/2022,($9.82),"DEBITCARD: Streaming Add-on","","Entertainment",$13016.58,"",
"0001112223","CK",3/19/2022,($28.51),"DEBITCARD: Pharmacy","","Health",$12988.07,"",
"0001112223","CK",3/19/2022,($14.13),"DEBITCARD: Pet Supplies","","Pets",$12973.94,"",
"0001112223","CK",3/21/2022,($39.77),"ACH:WATER BILL","","Utilities",$12934.17,"",
"0001112223","CK",3/21/2022,($59.23),"DEBITCARD: Pharmacy","","Health",$12874.94,"",
"0001112223","CK",3/24/2022,($1413.08),"ACH:CREDIT CARD PAYMENT","","Credit Card",$11461.86,"",
"0001112223","CK",3/24/2022,($8.09),"DEBITCARD: Streaming Add-on","","Entertainment",$11453.77,"",
"0001112223","CK",3/27/2022,($36.11),"DEBITCARD: Pet Supplies","","Pets",$11417.66,"",
"0001112223","CK",3/27/2022,($7.19),"DEBITCARD: Streaming Add-on","","Entertainment",$11410.47,"",
"0001112223","CK",3/28/2022,$12.23,"DIVIDEND PAYMENT","","Misc. Income",$11422.70,"",
"0001112223","CK",3/29/2022,($22.20),"DEBITCARD: Hardware Store","","Home",$11400.50,"",
"0001112223","CK",3/30/2022,($24.03),"DEBITCARD: Books","","Shopping",$11376.47,"",
"0001112223","CK",3/31/2022,($32.48),"DEBITCARD: Hardware Store","","Home",$11343.99,"",
"0001112223","CK",3/31/2022,($30.46),"DEBITCARD: Books","","Shopping",$11313.53,"",
"0001112223","CK",4/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$15113.53,"",
"0001112223","CK",4/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$12924.53,"",
"0001112223","CK",4/2/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$12679.53,"",
"0001112223","CK",4/5/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$12254.53,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",4/5/2022,($79.99),"ACH:ISP INTERNET BILL","","Internet",$12174.54,"",
"0001112223","CK",4/6/2022,($8.25),"DEBITCARD: Coffee Shop","","Food & Drink",$12166.29,"",
"0001112223","CK",4/6/2022,($92.48),"DEBITCARD: Clothing Store","","Shopping",$12073.81,"",
"0001112223","CK",4/7/2022,($75.25),"DEBITCARD: Grocery Store","","Groceries",$11998.56,"",
"0001112223","CK",4/7/2022,($30.86),"DEBITCARD: Gas Station","","Gas / Fuel",$11967.70,"",
"0001112223","CK",4/8/2022,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$11947.71,"",
"0001112223","CK",4/8/2022,$758.35,"ACH:MOONLIGHT GIG","","Misc. Income",$12706.06,"Side work",
"0001112223","CK",4/8/2022,($10.07),"DEBITCARD: Ride Share","","Auto & Transport",$12695.99,"",
"0001112223","CK",4/9/2022,($39.99),"ACH:GYM MEMBERSHIP","","Health",$12656.00,"",
"0001112223","CK",4/9/2022,($68.00),"ACH:MOBILE PHONE","","Utilities",$12588.00,"",
"0001112223","CK",4/9/2022,($8.28),"DEBITCARD: Coffee Shop","","Food & Drink",$12579.72,"",
"0001112223","CK",4/9/2022,($177.05),"DEBITCARD: Grocery Store","","Groceries",$12402.67,"",
"0001112223","CK",4/10/2022,($13.84),"DEBITCARD: Pet Supplies","","Pets",$12388.83,"",
"0001112223","CK",4/10/2022,($9.17),"DEBITCARD: Streaming Add-on","","Entertainment",$12379.66,"",
"0001112223","CK",4/10/2022,($28.25),"DEBITCARD: Books","","Shopping",$12351.41,"",
"0001112223","CK",4/11/2022,($113.89),"DEBITCARD: Clothing Store","","Shopping",$12237.52,"",
"0001112223","CK",4/12/2022,($210.00),"ACH:STUDENT LOAN SERVICER","","Loans",$12027.52,"",
"0001112223","CK",4/12/2022,($78.48),"DEBITCARD: Event Tickets","","Entertainment",$11949.04,"",
"0001112223","CK",4/12/2022,($163.33),"DEBITCARD: Grocery Store","","Groceries",$11785.71,"",
"0001112223","CK",4/12/2022,($40.38),"DEBITCARD: Gas Station","","Gas / Fuel",$11745.33,"",
"0001112223","CK",4/14/2022,($147.04),"ACH:ELECTRIC BILL","","Utilities",$11598.29,"",
"0001112223","CK",4/14/2022,($27.22),"DEBITCARD: Restaurant","","Food & Drink",$11571.07,"",
"0001112223","CK",4/15/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$15371.07,"",
"0001112223","CK",4/16/2022,($750.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$14621.07,"budgeteer:apply=savings",
"0001112223","CK",4/16/2022,($42.85),"DEBITCARD: Hardware Store","","Home",$14578.22,"",
"0001112223","CK",4/16/2022,($17.86),"DEBITCARD: Ride Share","","Auto & Transport",$14560.36,"",
"0001112223","CK",4/17/2022,$3200.27,"US TREASURY TAX REFUND","","Misc. Income",$17760.63,"",
"0001112223","CK",4/17/2022,($4.00),"DEBITCARD: Coffee Shop","","Food & Drink",$17756.63,"",
"0001112223","CK",4/18/2022,($74.60),"DEBITCARD: Grocery Store","","Groceries",$17682.03,"",
"0001112223","CK",4/18/2022,($34.80),"DEBITCARD: Gas Station","","Gas / Fuel",$17647.23,"",
"0001112223","CK",4/18/2022,($51.56),"DEBITCARD: Pet Supplies","","Pets",$17595.67,"",
"0001112223","CK",4/19/2022,($5.51),"DEBITCARD: Streaming Add-on","","Entertainment",$17590.16,"",
"0001112223","CK",4/20/2022,($48.91),"ACH:WATER BILL","","Utilities",$17541.25,"",
"0001112223","CK",4/20/2022,($141.34),"DEBITCARD: Grocery Store","","Groceries",$17399.91,"",
"0001112223","CK",4/20/2022,($15.52),"DEBITCARD: Pet Supplies","","Pets",$17384.39,"",
"0001112223","CK",4/21/2022,($90.00),"DEBITCARD: Event Tickets","","Entertainment",$17294.39,"",
"0001112223","CK",4/21/2022,($43.68),"DEBITCARD: Pharmacy","","Health",$17250.71,"",
"0001112223","CK",4/24/2022,($65.95),"DEBITCARD: Gas Station","","Gas / Fuel",$17184.76,"",
"0001112223","CK",4/24/2022,($26.32),"DEBITCARD: Ride Share","","Auto & Transport",$17158.44,"",
"0001112223","CK",4/25/2022,($1063.00),"ACH:CREDIT CARD PAYMENT","","Credit Card",$16095.44,"",
"0001112223","CK",4/25/2022,($22.96),"DEBITCARD: Books","","Shopping",$16072.48,"",
"0001112223","CK",4/26/2022,($167.31),"DEBITCARD: Grocery Store","","Groceries",$15905.17,"",
"0001112223","CK",4/27/2022,($68.33),"DEBITCARD: Gas Station","","Gas / Fuel",$15836.84,"",
"0001112223","CK",4/28/2022,$10.18,"DIVIDEND PAYMENT","","Misc. Income",$15847.02,"",
"0001112223","CK",4/29/2022,($5.03),"DEBITCARD: Coffee Shop","","Food & Drink",$15841.99,"",
"0001112223","CK",4/29/2022,($4.21),"DEBITCARD: Coffee Shop","","Food & Drink",$15837.78,"",
"0001112223","CK",5/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$19637.78,"",
"0001112223","CK",5/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$17448.78,"",
"0001112223","CK",5/1/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$17203.78,"",
"0001112223","CK",5/1/2022,($106.06),"DEBITCARD: Event Tickets","","Entertainment",$17097.72,"",
"0001112223","CK",5/2/2022,($12.24),"DEBITCARD: Pharmacy","","Health",$17085.48,"",
"0001112223","CK",5/2/2022,($15.57),"DEBITCARD: Pet Supplies","","Pets",$17069.91,"",
"0001112223","CK",5/4/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$16644.91,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",5/4/2022,($181.44),"DEBITCARD: Grocery Store","","Groceries",$16463.47,"",
"0001112223","CK",5/4/2022,($155.17),"DEBITCARD: Event Tickets","","Entertainment",$16308.30,"",
"0001112223","CK",5/4/2022,($33.39),"DEBITCARD: Pharmacy","","Health",$16274.91,"",
"0001112223","CK",5/5/2022,($79.99),"ACH:ISP INTERNET BILL","","Internet",$16194.92,"",
"0001112223","CK",5/6/2022,($32.90),"DEBITCARD: Books","","Shopping",$16162.02,"",
"0001112223","CK",5/7/2022,($39.99),"ACH:GYM MEMBERSHIP","","Health",$16122.03,"",
"0001112223","CK",5/8/2022,($131.25),"DEBITCARD: Grocery Store","","Groceries",$15990.78,"",
"0001112223","CK",5/9/2022,$922.60,"ACH:MOONLIGHT GIG","","Misc. Income",$16913.38,"Side work",
"0001112223","CK",5/9/2022,($27.60),"DEBITCARD: Restaurant","","Food & Drink",$16885.78,"",
"0001112223","CK",5/9/2022,($54.50),"DEBITCARD: Pet Supplies","","Pets",$16831.28,"",
"0001112223","CK",5/9/2022,($59.27),"DEBITCARD: Grocery Store","","Groceries",$16772.01,"",
"0001112223","CK",5/10/2022,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$16752.02,"",
"0001112223","CK",5/10/2022,($68.00),"ACH:MOBILE PHONE","","Utilities",$16684.02,"",
"0001112223","CK",5/10/2022,($22.21),"DEBITCARD: Clothing Store","","Shopping",$16661.81,"",
"0001112223","CK",5/11/2022,($210.00),"ACH:STUDENT LOAN SERVICER","","Loans",$16451.81,"",
"0001112223","CK",5/13/2022,($122.54),"ACH:ELECTRIC BILL","","Utilities",$16329.27,"",
"0001112223","CK",5/13/2022,($59.72),"DEBITCARD: Hardware Store","","Home",$16269.55,"",
"0001112223","CK",5/14/2022,($6.27),"DEBITCARD: Streaming Add-on","","Entertainment",$16263.28,"",
"0001112223","CK",5/14/2022,($72.69),"DEBITCARD: Event Tickets","","Entertainment",$16190.59,"",
"0001112223","CK",5/15/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$19990.59,"",
"0001112223","CK",5/15/2022,($11.47),"DEBITCARD: Streaming Add-on","","Entertainment",$19979.12,"",
"0001112223","CK",5/16/2022,($750.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$19229.12,"budgeteer:apply=savings",
"0001112223","CK",5/16/2022,($11.95),"DEBITCARD: Books","","Shopping",$19217.17,"",
"0001112223","CK",5/17/2022,($20.54),"DEBITCARD: Books","","Shopping",$19196.63,"",
"0001112223","CK",5/18/2022,($9.76),"DEBITCARD: Coffee Shop","","Food & Drink",$19186.87,"",
"0001112223","CK",5/18/2022,($107.24),"DEBITCARD: Clothing Store","","Shopping",$19079.63,"",
"0001112223","CK",5/19/2022,($137.85),"DEBITCARD: Event Tickets","","Entertainment",$18941.78,"",
"0001112223","CK",5/20/2022,($45.06),"ACH:WATER BILL","","Utilities",$18896.72,"",
"0001112223","CK",5/20/2022,($70.11),"DEBITCARD: Hardware Store","","Home",$18826.61,"",
"0001112223","CK",5/21/2022,($35.93),"DEBITCARD: Hardware Store","","Home",$18790.68,"",
"0001112223","CK",5/21/2022,($5.55),"DEBITCARD: Coffee Shop","","Food & Drink",$18785.13,"",
"0001112223","CK",5/24/2022,($169.54),"DEBITCARD: Event Tickets","","Entertainment",$18615.59,"",
"0001112223","CK",5/25/2022,($5.58),"DEBITCARD: Streaming Add-on","","Entertainment",$18610.01,"",
"0001112223","CK",5/25/2022,($8.27),"DEBITCARD: Streaming Add-on","","Entertainment",$18601.74,"",
"0001112223","CK",5/25/2022,($110.02),"DEBITCARD: Clothing Store","","Shopping",$18491.72,"",
"0001112223","CK",5/25/2022,($26.57),"DEBITCARD: Ride Share","","Auto & Transport",$18465.15,"",
"0001112223","CK",5/26/2022,$157.56,"ACH:MOONLIGHT GIG","","Misc. Income",$18622.71,"Side work",
"0001112223","CK",5/26/2022,($20.44),"DEBITCARD: Books","","Shopping",$18602.27,"",
"0001112223","CK",5/26/2022,($27.08),"DEBITCARD: Clothing Store","","Shopping",$18575.19,"",
"0001112223","CK",5/27/2022,($712.93),"ACH:CREDIT CARD PAYMENT","","Credit Card",$17862.26,"",
"0001112223","CK",5/29/2022,($64.62),"DEBITCARD: Pharmacy","","Health",$17797.64,"",
"0001112223","CK",5/29/2022,($38.95),"DEBITCARD: Pet Supplies","","Pets",$17758.69,"",
"0001112223","CK",5/30/2022,($23.05),"DEBITCARD: Books","","Shopping",$17735.64,"",
"0001112223","CK",6/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$21535.64,"",
"0001112223","CK",6/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$19346.64,"",
"0001112223","CK",6/2/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$19101.64,"",
"0001112223","CK",6/3/2022,($41.16),"DEBITCARD: Pet Supplies","","Pets",$19060.48,"",
"0001112223","CK",6/3/2022,($11.96),"DEBITCARD: Ride Share","","Auto & Transport",$19048.52,"",
"0001112223","CK",6/4/2022,($174.84),"DEBITCARD: Grocery Store","","Groceries",$18873.68,"",
"0001112223","CK",6/5/2022,($39.35),"DEBITCARD: Gas Station","","Gas / Fuel",$18834.33,"",
"0001112223","CK",6/6/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$18409.33,"budgeteer:goal=Auto Loan Down-payment",
