"AccountNumber","AccountType","Posted Date","Amount","Description","Check Number","Category","Balance","Note",""
"0001112223","CK",10/11/2025,($39.53),"DEBITCARD: Restaurant","","Food & Drink",$14052.50,"Lunch w/ coworkers",
"0001112223","CK",10/11/2025,($41.08),"DEBITCARD: Clothing Store","","Shopping",$14011.42,"",
"0001112223","CK",10/13/2025,($26.35),"DEBITCARD: Restaurant","","Food & Drink",$13985.07,"Over-the-counter meds",
"0001112223","CK",10/13/2025,($6.16),"DEBITCARD: Coffee Shop","","Food & Drink",$13978.91,"Reimbursable (submit receipt)",
"0001112223","CK",10/13/2025,($28.25),"DEBITCARD: Pharmacy","","Health",$13950.66,"",
"0001112223","CK",10/15/2025,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$17750.66,"",
"0001112223","CK",10/15/2025,($350.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$17400.66,"budgeteer:apply=savings; budgeteer:goal=Yearly Savings Goal 2026",
"0001112223","CK",10/15/2025,($100.81),"DEBITCARD: Grocery Store","","Groceries",$17299.85,"",
"0001112223","CK",10/15/2025,($21.44),"DEBITCARD: Restaurant","","Food & Drink",$17278.41,"Birthday gift",
"0001112223","CK",10/15/2025,($5.19),"DEBITCARD: Coffee Shop","","Food & Drink",$17273.22,"Lunch w/ coworkers",
"0001112223","CK",10/18/2025,($165.00),"ACH:AUTO INSURANCE","","Insurance",$17108.22,"",
"0001112223","CK",10/18/2025,($36.04),"DEBITCARD: Gas Station","","Gas / Fuel",$17072.18,"Over-the-counter meds",
"0001112223","CK",10/19/2025,($122.76),"DEBITCARD: Grocery Store","","Groceries",$16949.42,"",
"0001112223","CK",10/20/2025,($15.86),"DEBITCARD: Pharmacy","","Health",$16933.56,"",
"0001112223","CK",10/21/2025,($182.42),"DEBITCARD: Grocery Store","","Groceries",$16751.14,"Reimbursable (submit receipt)",
"0001112223","CK",10/22/2025,($42.75),"ACH:WATER BILL","","Utilities",$16708.39,"",
"0001112223","CK",10/22/2025,$240.00,"ACH:MOONLIGHT GIG","","Misc. Income",$16948.39,"Side work",
"0001112223","CK",10/22/2025,($7.18),"DEBITCARD: Coffee Shop","","Food & Drink",$16941.21,"Birthday gift",
"0001112223","CK",10/23/2025,($4.02),"DEBITCARD: Coffee Shop","","Food & Drink",$16937.19,"Lunch w/ coworkers",
"0001112223","CK",10/24/2025,($28.82),"DEBITCARD: Clothing Store","","Shopping",$16908.37,"",
"0001112223","CK",10/25/2025,($4.44),"DEBITCARD: Coffee Shop","","Food & Drink",$16903.93,"Birthday gift",
"0001112223","CK",10/25/2025,($28.25),"DEBITCARD: Movies","","Entertainment",$16875.68,"Lunch w/ coworkers",
"0001112223","CK",10/27/2025,($36.95),"DEBITCARD: Clothing Store","","Shopping",$16838.73,"Reimbursable (submit receipt)",
"0001112223","CK",10/27/2025,($55.52),"DEBITCARD: Clothing Store","","Shopping",$16783.21,"",
"0001112223","CK",10/27/2025,($33.98),"DEBITCARD: Restaurant","","Food & Drink",$16749.23,"Kids school event",
"0001112223","CK",11/1/2025,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$20549.23,"budgeteer:rename=Primary Paycheck",
"0001112223","CK",11/1/2025,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$18360.23,"",
"0001112223","CK",11/2/2025,($43.41),"DEBITCARD: Restaurant","","Food & Drink",$18316.82,"Birthday gift",
"0001112223","CK",11/4/2025,($22.99),"DEBITCARD: Movies","","Entertainment",$18293.83,"Kids school event",
"0001112223","CK",11/4/2025,($38.68),"DEBITCARD: Restaurant","","Food & Drink",$18255.15,"",
"0001112223","CK",11/5/2025,($79.99),"ACH:ISP INTERNET BILL","","Internet",$18175.16,"",
"0001112223","CK",11/6/2025,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$17750.16,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",11/7/2025,($47.21),"DEBITCARD: Clothing Store","","Shopping",$17702.95,"",
"0001112223","CK",11/8/2025,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$17682.96,"",
"0001112223","CK",11/8/2025,($39.99),"ACH:GYM MEMBERSHIP","","Health",$17642.97,"",
"0001112223","CK",11/8/2025,($7.79),"DEBITCARD: Coffee Shop","","Food & Drink",$17635.18,"",
"0001112223","CK",11/9/2025,($42.74),"DEBITCARD: Restaurant","","Food & Drink",$17592.44,"Kids school event",
"0001112223","CK",11/9/2025,($25.55),"DEBITCARD: Movies","","Entertainment",$17566.89,"Birthday gift",
"0001112223","CK",11/10/2025,($68.00),"ACH:MOBILE PHONE","","Utilities",$17498.89,"",
"0001112223","CK",11/10/2025,($119.28),"DEBITCARD: Grocery Store","","Groceries",$17379.61,"Reimbursable (submit receipt)",
"0001112223","CK",11/11/2025,($62.48),"DEBITCARD: Clothing Store","","Shopping",$17317.13,"",
"0001112223","CK",11/11/2025,($33.06),"DEBITCARD: Restaurant","","Food & Drink",$17284.07,"",
"0001112223","CK",11/13/2025,($35.65),"DEBITCARD: Restaurant","","Food & Drink",$17248.42,"Kids school event",
"0001112223","CK",11/14/2025,($146.50),"ACH:ELECTRIC BILL","","Utilities",$17101.92,"",
"0001112223","CK",11/14/2025,($35.93),"DEBITCARD: Restaurant","","Food & Drink",$17065.99,"Birthday gift",
"0001112223","CK",11/15/2025,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$20865.99,"",
"0001112223","CK",11/15/2025,($48.03),"DEBITCARD: Gas Station","","Gas / Fuel",$20817.96,"Kids school event",
"0001112223","CK",11/16/2025,($350.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$20467.96,"budgeteer:apply=savings; budgeteer:goal=Yearly Savings Goal 2026",
"0001112223","CK",11/17/2025,($165.00),"ACH:AUTO INSURANCE","","Insurance",$20302.96,"",
"0001112223","CK",11/17/2025,($38.03),"DEBITCARD: Clothing Store","","Shopping",$20264.93,"",
"0001112223","CK",11/18/2025,($13.61),"DEBITCARD: Restaurant","","Food & Drink",$20251.32,"",
"0001112223","CK",11/19/2025,($3.98),"DEBITCARD: Coffee Shop","","Food & Drink",$20247.34,"",
"0001112223","CK",11/19/2025,($5.87),"DEBITCARD: Coffee Shop","","Food & Drink",$20241.47,"",
"0001112223","CK",11/19/2025,($7.70),"DEBITCARD: Coffee Shop","","Food & Drink",$20233.77,"Kids school event",
"0001112223","CK",11/19/2025,($26.87),"DEBITCARD: Pharmacy","","Health",$20206.90,"Kids school event",
"0001112223","CK",11/20/2025,($47.17),"DEBITCARD: Gas Station","","Gas / Fuel",$20159.73,"",
"0001112223","CK",11/21/2025,$240.00,"ACH:MOONLIGHT GIG","","Misc. Income",$20399.73,"Side work",
"0001112223","CK",11/22/2025,($42.75),"ACH:WATER BILL","","Utilities",$20356.98,"",
"0001112223","CK",11/22/2025,($54.09),"DEBITCARD: Gas Station","","Gas / Fuel",$20302.89,"Reimbursable (submit receipt)",
"0001112223","CK",11/23/2025,($37.50),"DEBITCARD: Clothing Store","","Shopping",$20265.39,"",
"0001112223","CK",11/24/2025,($15.93),"DEBITCARD: Movies","","Entertainment",$20249.46,"Lunch w/ coworkers",
"0001112223","CK",11/26/2025,($31.43),"DEBITCARD: Movies","","Entertainment",$20218.03,"",
"0001112223","CK",11/26/2025,($139.08),"DEBITCARD: Grocery Store","","Groceries",$20078.95,"Reimbursable (submit receipt)",
"0001112223","CK",11/27/2025,($33.11),"DEBITCARD: Clothing Store","","Shopping",$20045.84,"Over-the-counter meds",
"0001112223","CK",11/27/2025,($152.40),"DEBITCARD: Grocery Store","","Groceries",$19893.44,"Over-the-counter meds",
"0001112223","CK",11/27/2025,($27.07),"DEBITCARD: Movies","","Entertainment",$19866.37,"Reimbursable (submit receipt)",
"0001112223","CK",11/28/2025,($44.64),"DEBITCARD: Restaurant","","Food & Drink",$19821.73,"",
"0001112223","CK",12/1/2025,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$23621.73,"budgeteer:rename=Primary Paycheck",
"0001112223","CK",12/2/2025,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$21432.73,"",
"0001112223","CK",12/2/2025,($41.40),"DEBITCARD: Restaurant","","Food & Drink",$21391.33,"Kids school event",
"0001112223","CK",12/3/2025,($32.30),"DEBITCARD: Restaurant","","Food & Drink",$21359.03,"Kids school event",
"0001112223","CK",12/3/2025,($38.15),"DEBITCARD: Gas Station","","Gas / Fuel",$21320.88,"Reimbursable (submit receipt)",
"0001112223","CK",12/5/2025,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$20895.88,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",12/5/2025,($79.99),"ACH:ISP INTERNET BILL","","Internet",$20815.89,"",
"0001112223","CK",12/7/2025,($39.99),"ACH:GYM MEMBERSHIP","","Health",$20775.90,"",
"0001112223","CK",12/7/2025,($39.70),"DEBITCARD: Restaurant","","Food & Drink",$20736.20,"Lunch w/ coworkers",
"0001112223","CK",12/8/2025,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$20716.21,"",
"0001112223","CK",12/8/2025,($7.50),"DEBITCARD: Coffee Shop","","Food & Drink",$20708.71,"",
"0001112223","CK",12/9/2025,($6.35),"DEBITCARD: Coffee Shop","","Food & Drink",$20702.36,"Birthday gift",
"0001112223","CK",12/9/2025,($71.18),"DEBITCARD: Clothing Store","","Shopping",$20631.18,"",
"0001112223","CK",12/9/2025,($21.65),"DEBITCARD: Movies","","Entertainment",$20609.53,"",
"0001112223","CK",12/9/2025,($31.85),"DEBITCARD: Restaurant","","Food & Drink",$20577.68,"Lunch w/ coworkers",
"0001112223","CK",12/9/2025,($54.32),"DEBITCARD: Clothing Store","","Shopping",$20523.36,"",
"0001112223","CK",12/10/2025,($119.27),"DEBITCARD: Grocery Store","","Groceries",$20404.09,"Birthday gift",
"0001112223","CK",12/11/2025,($68.00),"ACH:MOBILE PHONE","","Utilities",$20336.09,"",
"0001112223","CK",12/11/2025,($42.65),"DEBITCARD: Restaurant","","Food & Drink",$20293.44,"",
"0001112223","CK",12/12/2025,($44.65),"DEBITCARD: Restaurant","","Food & Drink",$20248.79,"",
"0001112223","CK",12/12/2025,($105.57),"DEBITCARD: Grocery Store","","Groceries",$20143.22,"Birthday gift",
"0001112223","CK",12/12/2025,($30.58),"DEBITCARD: Pharmacy","","Health",$20112.64,"",
"0001112223","CK",12/13/2025,($146.50),"ACH:ELECTRIC BILL","","Utilities",$19966.14,"",
"0001112223","CK",12/13/2025,($130.51),"DEBITCARD: Grocery Store","","Groceries",$19835.63,"",
"0001112223","CK",12/13/2025,($93.87),"DEBITCARD: Clothing Store","","Shopping",$19741.76,"",
"0001112223","CK",12/14/2025,($16.08),"DEBITCARD: Pharmacy","","Health",$19725.68,"Birthday gift",
"0001112223","CK",12/15/2025,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$23525.68,"",
"0001112223","CK",12/16/2025,($11.43),"DEBITCARD: Pharmacy","","Health",$23514.25,"",
"0001112223","CK",12/17/2025,($350.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$23164.25,"budgeteer:apply=savings; budgeteer:goal=Yearly Savings Goal 2026",
"0001112223","CK",12/18/2025,($22.27),"DEBITCARD: Restaurant","","Food & Drink",$23141.98,"Kids school event",
"0001112223","CK",12/19/2025,($165.00),"ACH:AUTO INSURANCE","","Insurance",$22976.98,"",
"0001112223","CK",12/19/2025,$240.00,"ACH:MOONLIGHT GIG","","Misc. Income",$23216.98,"Side work",
"0001112223","CK",12/20/2025,($9.21),"DEBITCARD: Pharmacy","","Health",$23207.77,"Kids school event",
"0001112223","CK",12/22/2025,($42.75),"ACH:WATER BILL","","Utilities",$23165.02,"",
"0001112223","CK",12/22/2025,($4.37),"DEBITCARD: Coffee Shop","","Food & Drink",$23160.65,"Birthday gift",
"0001112223","CK",12/22/2025,($38.86),"DEBITCARD: Gas Station","","Gas / Fuel",$23121.79,"budgeteer:category=Transportation",
"0001112223","CK",12/22/2025,($82.53),"DEBITCARD: Grocery Store","","Groceries",$23039.26,"Reimbursable (submit receipt)",
"0001112223","CK",12/25/2025,($155.22),"DEBITCARD: Grocery Store","","Groceries",$22884.04,"Kids school event",
"0001112223","CK",12/25/2025,($6.57),"DEBITCARD: Coffee Shop","","Food & Drink",$22877.47,"",
"0001112223","CK",12/26/2025,($49.90),"DEBITCARD: Gas Station","","Gas / Fuel",$22827.57,"",
"0001112223","CK",12/26/2025,($18.33),"DEBITCARD: Restaurant","","Food & Drink",$22809.24,"",
"0001112223","CK",12/26/2025,($20.51),"DEBITCARD: Movies","","Entertainment",$22788.73,"Lunch w/ coworkers",
"0001112223","CK",1/1/2026,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$26588.73,"budgeteer:rename=Primary Paycheck",
"0001112223","CK",1/1/2026,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$24399.73,"",
"0001112223","CK",1/1/2026,($46.26),"DEBITCARD: Gas Station","","Gas / Fuel",$24353.47,"Birthday gift",
"0001112223","CK",1/2/2026,($62.84),"DEBITCARD: Clothing Store","","Shopping",$24290.63,"Over-the-counter meds",
"0001112223","CK",1/4/2026,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$23865.63,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",1/4/2026,($39.35),"DEBITCARD: Restaurant","","Food & Drink",$23826.28,"",
"0001112223","CK",1/4/2026,($6.52),"DEBITCARD: Coffee Shop","","Food & Drink",$23819.76,"Over-the-counter meds",
"0001112223","CK",1/4/2026,($61.00),"DEBITCARD: Clothing Store","","Shopping",$23758.76,"Lunch w/ coworkers",
"0001112223","CK",1/4/2026,($5.52),"DEBITCARD: Coffee Shop","","Food & Drink",$23753.24,"Reimbursable (submit receipt)",
"0001112223","CK",1/5/2026,($79.99),"ACH:ISP INTERNET BILL","","Internet",$23673.25,"",
"0001112223","CK",1/5/2026,($155.20),"DEBITCARD: Grocery Store","","Groceries",$23518.05,"Birthday gift",
"0001112223","CK",1/5/2026,($171.03),"DEBITCARD: Grocery Store","","Groceries",$23347.02,"",
"0001112223","CK",1/6/2026,($37.21),"DEBITCARD: Clothing Store","","Shopping",$23309.81,"Kids school event",
"0001112223","CK",1/6/2026,($24.62),"DEBITCARD: Movies","","Entertainment",$23285.19,"Kids school event",
"0001112223","CK",1/6/2026,($64.47),"DEBITCARD: Clothing Store","","Shopping",$23220.72,"",
"0001112223","CK",1/7/2026,($29.48),"DEBITCARD: Movies","","Entertainment",$23191.24,"",
"0001112223","CK",1/8/2026,($40.87),"DEBITCARD: Gas Station","","Gas / Fuel",$23150.37,"Lunch w/ coworkers",
"0001112223","CK",1/8/2026,($12.41),"DEBITCARD: Restaurant","","Food & Drink",$23137.96,"Reimbursable (submit receipt)",
"0001112223","CK",1/9/2026,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$23117.97,"",
"0001112223","CK",1/9/2026,($39.99),"ACH:GYM MEMBERSHIP","","Health",$23077.98,"",
"0001112223","CK",1/9/2026,($19.14),"DEBITCARD: Pharmacy","","Health",$23058.84,"Lunch w/ coworkers",
"0001112223","CK",1/10/2026,($68.00),"ACH:MOBILE PHONE","","Utilities",$22990.84,"",
"0001112223","CK",1/11/2026,($68.79),"DEBITCARD: Grocery Store","","Groceries",$22922.05,"Over-the-counter meds",
"0001112223","CK",1/11/2026,($46.04),"DEBITCARD: Gas Station","","Gas / Fuel",$22876.01,"",
"0001112223","CK",1/12/2026,($146.50),"ACH:ELECTRIC BILL","","Utilities",$22729.51,"",
"0001112223","CK",1/12/2026,($40.96),"DEBITCARD: Restaurant","","Food & Drink",$22688.55,"Reimbursable (submit receipt)",
"0001112223","CK",1/12/2026,($138.47),"DEBITCARD: Grocery Store","","Groceries",$22550.08,"",
