"AccountNumber","AccountType","Posted Date","Amount","Description","Check Number","Category","Balance","Note",""
"0001112223","CK",1/22/2022,($37.61),"DEBITCARD: Pet Supplies","","Pets",$11295.57,"",
"0001112223","CK",1/23/2022,($5.29),"DEBITCARD: Streaming Add-on","","Entertainment",$11290.28,"",
"0001112223","CK",1/24/2022,($18.15),"DEBITCARD: Books","","Shopping",$11272.13,"",
"0001112223","CK",1/24/2022,($42.64),"DEBITCARD: Gas Station","","Gas / Fuel",$11229.49,"",
"0001112223","CK",1/25/2022,($913.22),"ACH:CREDIT CARD PAYMENT","","Credit Card",$10316.27,"",
"0001112223","CK",1/26/2022,($72.96),"DEBITCARD: Gas Station","","Gas / Fuel",$10243.31,"",
"0001112223","CK",1/27/2022,($62.90),"DEBITCARD: Gas Station","","Gas / Fuel",$10180.41,"",
"0001112223","CK",1/27/2022,($9.29),"DEBITCARD: Books","","Shopping",$10171.12,"",
"0001112223","CK",1/29/2022,($29.34),"DEBITCARD: Restaurant","","Food & Drink",$10141.78,"",
"0001112223","CK",1/30/2022,($20.55),"DEBITCARD: Pharmacy","","Health",$10121.23,"",
"0001112223","CK",2/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$13921.23,"",
"0001112223","CK",2/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$11732.23,"",
"0001112223","CK",2/1/2022,($18.70),"DEBITCARD: Restaurant","","Food & Drink",$11713.53,"",
"0001112223","CK",2/1/2022,($143.73),"DEBITCARD: Grocery Store","","Groceries",$11569.80,"",
"0001112223","CK",2/2/2022,($38.28),"DEBITCARD: Hardware Store","","Home",$11531.52,"",
"0001112223","CK",2/2/2022,($126.46),"DEBITCARD: Event Tickets","","Entertainment",$11405.06,"",
"0001112223","CK",2/2/2022,($65.33),"DEBITCARD: Event Tickets","","Entertainment",$11339.73,"",
"0001112223","CK",2/3/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$11094.73,"",
"0001112223","CK",2/3/2022,($134.43),"DEBITCARD: Event Tickets","","Entertainment",$10960.30,"",
"0001112223","CK",2/3/2022,($59.00),"DEBITCARD: Gas Station","","Gas / Fuel",$10901.30,"",
"0001112223","CK",2/3/2022,($9.70),"DEBITCARD: Pharmacy","","Health",$10891.60,"",
"0001112223","CK",2/4/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$10466.60,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",2/4/2022,($28.49),"DEBITCARD: Restaurant","","Food & Drink",$10438.11,"",
"0001112223","CK",2/5/2022,($79.99),"ACH:ISP INTERNET BILL","","Internet",$10358.12,"",
"0001112223","CK",2/5/2022,($11.59),"DEBITCARD: Books","","Shopping",$10346.53,"",
"0001112223","CK",2/5/2022,($12.88),"DEBITCARD: Pet Supplies","","Pets",$10333.65,"",
"0001112223","CK",2/6/2022,$429.84,"ACH:MOONLIGHT GIG","","Misc. Income",$10763.49,"Side work",
"0001112223","CK",2/6/2022,($29.88),"DEBITCARD: Restaurant","","Food & Drink",$10733.61,"",
"0001112223","CK",2/7/2022,($42.69),"DEBITCARD: Event Tickets","","Entertainment",$10690.92,"",
"0001112223","CK",2/8/2022,($39.99),"ACH:GYM MEMBERSHIP","","Health",$10650.93,"",
"0001112223","CK",2/8/2022,($59.15),"DEBITCARD: Hardware Store","","Home",$10591.78,"",
"0001112223","CK",2/9/2022,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$10571.79,"",
"0001112223","CK",2/9/2022,($68.00),"ACH:MOBILE PHONE","","Utilities",$10503.79,"",
"0001112223","CK",2/9/2022,($78.17),"DEBITCARD: Hardware Store","","Home",$10425.62,"",
"0001112223","CK",2/11/2022,($191.04),"ACH:ELECTRIC BILL","","Utilities",$10234.58,"",
"0001112223","CK",2/12/2022,($7.82),"DEBITCARD: Streaming Add-on","","Entertainment",$10226.76,"",
"0001112223","CK",2/13/2022,($210.00),"ACH:STUDENT LOAN SERVICER","","Loans",$10016.76,"",
"0001112223","CK",2/13/2022,($4.18),"DEBITCARD: Coffee Shop","","Food & Drink",$10012.58,"",
"0001112223","CK",2/14/2022,($50.76),"DEBITCARD: Gas Station","","Gas / Fuel",$9961.82,"",
"0001112223","CK",2/14/2022,($9.39),"DEBITCARD: Coffee Shop","","Food & Drink",$9952.43,"",
"0001112223","CK",2/15/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$13752.43,"",
"0001112223","CK",2/16/2022,($31.97),"DEBITCARD: Hardware Store","","Home",$13720.46,"",
"0001112223","CK",2/17/2022,($750.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$12970.46,"budgeteer:apply=savings",
"0001112223","CK",2/17/2022,($186.65),"DEBITCARD: Grocery Store","","Groceries",$12783.81,"",
"0001112223","CK",2/17/2022,($36.49),"DEBITCARD: Pharmacy","","Health",$12747.32,"",
"0001112223","CK",2/17/2022,($17.80),"DEBITCARD: Restaurant","","Food & Drink",$12729.52,"",
"0001112223","CK",2/18/2022,($9.64),"DEBITCARD: Streaming Add-on","","Entertainment",$12719.88,"",
"0001112223","CK",2/19/2022,($41.07),"DEBITCARD: Pharmacy","","Health",$12678.81,"",
"0001112223","CK",2/20/2022,($10.99),"DEBITCARD: Streaming Add-on","","Entertainment",$12667.82,"",
"0001112223","CK",2/20/2022,($115.74),"DEBITCARD: Clothing Store","","Shopping",$12552.08,"",
"0001112223","CK",2/21/2022,($81.33),"DEBITCARD: Event Tickets","","Entertainment",$12470.75,"",
"0001112223","CK",2/22/2022,($43.62),"ACH:WATER BILL","","Utilities",$12427.13,"",
"0001112223","CK",2/23/2022,($58.53),"DEBITCARD: Pharmacy","","Health",$12368.60,"",
"0001112223","CK",2/24/2022,($30.55),"DEBITCARD: Gas Station","","Gas / Fuel",$12338.05,"",
"0001112223","CK",2/26/2022,($29.77),"DEBITCARD: Pharmacy","","Health",$12308.28,"",
"0001112223","CK",2/26/2022,($8.70),"DEBITCARD: Pharmacy","","Health",$12299.58,"",
"0001112223","CK",2/27/2022,($1763.15),"ACH:CREDIT CARD PAYMENT","","Credit Card",$10536.43,"",
"0001112223","CK",2/27/2022,($5.54),"DEBITCARD: Streaming Add-on","","Entertainment",$10530.89,"",
"0001112223","CK",2/27/2022,($8.48),"DEBITCARD: Coffee Shop","","Food & Drink",$10522.41,"",
"0001112223","CK",2/28/2022,($74.73),"DEBITCARD: Hardware Store","","Home",$10447.68,"",
"0001112223","CK",3/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$14247.68,"",
"0001112223","CK",3/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$12058.68,"",
"0001112223","CK",3/1/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$11813.68,"",
"0001112223","CK",3/1/2022,($31.41),"DEBITCARD: Restaurant","","Food & Drink",$11782.27,"",
"0001112223","CK",3/3/2022,($143.82),"DEBITCARD: Grocery Store","","Groceries",$11638.45,"",
"0001112223","CK",3/3/2022,($42.72),"DEBITCARD: Gas Station","","Gas / Fuel",$11595.73,"",
"0001112223","CK",3/3/2022,($70.93),"DEBITCARD: Gas Station","","Gas / Fuel",$11524.80,"",
"0001112223","CK",3/4/2022,($12.06),"DEBITCARD: Ride Share","","Auto & Transport",$11512.74,"",
"0001112223","CK",3/5/2022,($79.99),"ACH:ISP INTERNET BILL","","Internet",$11432.75,"",
"0001112223","CK",3/5/2022,($213.88),"DEBITCARD: Event Tickets","","Entertainment",$11218.87,"",
"0001112223","CK",3/6/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$10793.87,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",3/7/2022,$594.09,"ACH:MOONLIGHT GIG","","Misc. Income",$11387.96,"Side work",
"0001112223","CK",3/8/2022,($30.88),"DEBITCARD: Restaurant","","Food & Drink",$11357.08,"",
"0001112223","CK",3/8/2022,($73.69),"DEBITCARD: Gas Station","","Gas / Fuel",$11283.39,"",
"0001112223","CK",3/8/2022,($27.02),"DEBITCARD: Books","","Shopping",$11256.37,"",
"0001112223","CK",3/8/2022,($12.45),"DEBITCARD: Ride Share","","Auto & Transport",$11243.92,"",
"0001112223","CK",3/9/2022,($39.99),"ACH:GYM MEMBERSHIP","","Health",$11203.93,"",
"0001112223","CK",3/9/2022,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$11183.94,"",
"0001112223","CK",3/9/2022,($38.98),"DEBITCARD: Pet Supplies","","Pets",$11144.96,"",
"0001112223","CK",3/9/2022,($27.94),"DEBITCARD: Books","","Shopping",$11117.02,"",
"0001112223","CK",3/10/2022,($16.26),"DEBITCARD: Books","","Shopping",$11100.76,"",
"0001112223","CK",3/10/2022,($61.59),"DEBITCARD: Pharmacy","","Health",$11039.17,"",
"0001112223","CK",3/11/2022,($68.00),"ACH:MOBILE PHONE","","Utilities",$10971.17,"",
"0001112223","CK",3/11/2022,($25.49),"DEBITCARD: Ride Share","","Auto & Transport",$10945.68,"",
"0001112223","CK",3/12/2022,($32.49),"DEBITCARD: Hardware Store","","Home",$10913.19,"",
"0001112223","CK",3/13/2022,($210.00),"ACH:STUDENT LOAN SERVICER","","Loans",$10703.19,"",
"0001112223","CK",3/14/2022,($42.39),"DEBITCARD: Pharmacy","","Health",$10660.80,"",
"0001112223","CK",3/15/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$14460.80,"",
"0001112223","CK",3/15/2022,($131.54),"ACH:ELECTRIC BILL","","Utilities",$14329.26,"",
"0001112223","CK",3/15/2022,($30.45),"DEBITCARD: Pharmacy","","Health",$14298.81,"",
"0001112223","CK",3/16/2022,($136.00),"DEBITCARD: Clothing Store","","Shopping",$14162.81,"",
"0001112223","CK",3/16/2022,($70.78),"DEBITCARD: Hardware Store","","Home",$14092.03,"",
"0001112223","CK",3/16/2022,($76.15),"DEBITCARD: Hardware Store","","Home",$14015.88,"",
"0001112223","CK",3/17/2022,($750.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$13265.88,"budgeteer:apply=savings",
"0001112223","CK",3/17/2022,($20.87),"DEBITCARD: Pet Supplies","","Pets",$13245.01,"",
"0001112223","CK",3/18/2022,($68.61),"DEBITCARD: Grocery Store","","Groceries",$13176.40,"",
"0001112223","CK",3/18/2022,($9.82),"DEBITCARD: Streaming Add-on","","Entertainment",$13166.58,"",
"0001112223","CK",3/19/2022,($28.51),"DEBITCARD: Pharmacy","","Health",$13138.07,"",
"0001112223","CK",3/19/2022,($14.13),"DEBITCARD: Pet Supplies","","Pets",$13123.94,"",
"0001112223","CK",3/21/2022,($39.77),"ACH:WATER BILL","","Utilities",$13084.17,"",
"0001112223","CK",3/21/2022,($59.23),"DEBITCARD: Pharmacy","","Health",$13024.94,"",
"0001112223","CK",3/24/2022,($1413.08),"ACH:CREDIT CARD PAYMENT","","Credit Card",$11611.86,"",
"0001112223","CK",3/24/2022,($8.09),"DEBITCARD: Streaming Add-on","","Entertainment",$11603.77,"",
"0001112223","CK",3/27/2022,($36.11),"DEBITCARD: Pet Supplies","","Pets",$11567.66,"",
"0001112223","CK",3/27/2022,($7.19),"DEBITCARD: Streaming Add-on","","Entertainment",$11560.47,"",
"0001112223","CK",3/28/2022,$12.23,"DIVIDEND PAYMENT","","Misc. Income",$11572.70,"",
"0001112223","CK",3/29/2022,($22.20),"DEBITCARD: Hardware Store","","Home",$11550.50,"",
"0001112223","CK",3/30/2022,($24.03),"DEBITCARD: Books","","Shopping",$11526.47,"",
"0001112223","CK",3/31/2022,($32.48),"DEBITCARD: Hardware Store","","Home",$11493.99,"",
"0001112223","CK",3/31/2022,($30.46),"DEBITCARD: Books","","Shopping",$11463.53,"",
"0001112223","CK",4/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$15263.53,"",
"0001112223","CK",4/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$13074.53,"",
"0001112223","CK",4/2/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$12829.53,"",
"0001112223","CK",4/5/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$12404.53,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",4/5/2022,($79.99),"ACH:ISP INTERNET BILL","","Internet",$12324.54,"",
"0001112223","CK",4/6/2022,($8.25),"DEBITCARD: Coffee Shop","","Food & Drink",$12316.29,"",
"0001112223","CK",4/6/2022,($92.48),"DEBITCARD: Clothing Store","","Shopping",$12223.81,"",
"0001112223","CK",4/7/2022,($75.25),"DEBITCARD: Grocery Store","","Groceries",$12148.56,"",
"0001112223","CK",4/7/2022,($30.86),"DEBITCARD: Gas Station","","Gas / Fuel",$12117.70,"",
"0001112223","CK",4/8/2022,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$12097.71,"",
"0001112223","CK",4/8/2022,$758.35,"ACH:MOONLIGHT GIG","","Misc. Income",$12856.06,"Side work",
"0001112223","CK",4/8/2022,($10.07),"DEBITCARD: Ride Share","","Auto & Transport",$12845.99,"",
"0001112223","CK",4/9/2022,($39.99),"ACH:GYM MEMBERSHIP","","Health",$12806.00,"",
"0001112223","CK",4/9/2022,($68.00),"ACH:MOBILE PHONE","","Utilities",$12738.00,"",
"0001112223","CK",4/9/2022,($8.28),"DEBITCARD: Coffee Shop","","Food & Drink",$12729.72,"",
"0001112223","CK",4/9/2022,($177.05),"DEBITCARD: Grocery Store","","Groceries",$12552.67,"",
"0001112223","CK",4/10/2022,($13.84),"DEBITCARD: Pet Supplies","","Pets",$12538.83,"",
"0001112223","CK",4/10/2022,($9.17),"DEBITCARD: Streaming Add-on","","Entertainment",$12529.66,"",
"0001112223","CK",4/10/2022,($28.25),"DEBITCARD: Books","","Shopping",$12501.41,"",
"0001112223","CK",4/11/2022,($113.89),"DEBITCARD: Clothing Store","","Shopping",$12387.52,"",
"0001112223","CK",4/12/2022,($210.00),"ACH:STUDENT LOAN SERVICER","","Loans",$12177.52,"",
"0001112223","CK",4/12/2022,($78.48),"DEBITCARD: Event Tickets","","Entertainment",$12099.04,"",
"0001112223","CK",4/12/2022,($163.33),"DEBITCARD: Grocery Store","","Groceries",$11935.71,"",
"0001112223","CK",4/12/2022,($40.38),"DEBITCARD: Gas Station","","Gas / Fuel",$11895.33,"",
"0001112223","CK",4/14/2022,($147.04),"ACH:ELECTRIC BILL","","Utilities",$11748.29,"",
"0001112223","CK",4/14/2022,($27.22),"DEBITCARD: Restaurant","","Food & Drink",$11721.07,"",
"0001112223","CK",4/15/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$15521.07,"",
"0001112223","CK",4/16/2022,($750.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$14771.07,"budgeteer:apply=savings",
"0001112223","CK",4/16/2022,($42.85),"DEBITCARD: Hardware Store","","Home",$14728.22,"",
"0001112223","CK",4/16/2022,($17.86),"DEBITCARD: Ride Share","","Auto & Transport",$14710.36,"",
"0001112223","CK",4/17/2022,$3200.27,"US TREASURY TAX REFUND","","Misc. Income",$17910.63,"",
"0001112223","CK",4/17/2022,($4.00),"DEBITCARD: Coffee Shop","","Food & Drink",$17906.63,"",
"0001112223","CK",4/18/2022,($74.60),"DEBITCARD: Grocery Store","","Groceries",$17832.03,"",
"0001112223","CK",4/18/2022,($34.80),"DEBITCARD: Gas Station","","Gas / Fuel",$17797.23,"",
"0001112223","CK",4/18/2022,($51.56),"DEBITCARD: Pet Supplies","","Pets",$17745.67,"",
"0001112223","CK",4/19/2022,($5.51),"DEBITCARD: Streaming Add-on","","Entertainment",$17740.16,"",
"0001112223","CK",4/20/2022,($48.91),"ACH:WATER BILL","","Utilities",$17691.25,"",
"0001112223","CK",4/20/2022,($141.34),"DEBITCARD: Grocery Store","","Groceries",$17549.91,"",
"0001112223","CK",4/20/2022,($15.52),"DEBITCARD: Pet Supplies","","Pets",$17534.39,"",
"0001112223","CK",4/21/2022,($90.00),"DEBITCARD: Event Tickets","","Entertainment",$17444.39,"",
"0001112223","CK",4/21/2022,($43.68),"DEBITCARD: Pharmacy","","Health",$17400.71,"",
"0001112223","CK",4/24/2022,($65.95),"DEBITCARD: Gas Station","","Gas / Fuel",$17334.76,"",
"0001112223","CK",4/24/2022,($26.32),"DEBITCARD: Ride Share","","Auto & Transport",$17308.44,"",
"0001112223","CK",4/25/2022,($1063.00),"ACH:CREDIT CARD PAYMENT","","Credit Card",$16245.44,"",
"0001112223","CK",4/25/2022,($22.96),"DEBITCARD: Books","","Shopping",$16222.48,"",
"0001112223","CK",4/26/2022,($167.31),"DEBITCARD: Grocery Store","","Groceries",$16055.17,"",
"0001112223","CK",4/27/2022,($68.33),"DEBITCARD: Gas Station","","Gas / Fuel",$15986.84,"",
"0001112223","CK",4/28/2022,$10.18,"DIVIDEND PAYMENT","","Misc. Income",$15997.02,"",
"0001112223","CK",4/29/2022,($5.03),"DEBITCARD: Coffee Shop","","Food & Drink",$15991.99,"",
"0001112223","CK",4/29/2022,($4.21),"DEBITCARD: Coffee Shop","","Food & Drink",$15987.78,"",
"0001112223","CK",5/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$19787.78,"",
"0001112223","CK",5/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$17598.78,"",
"0001112223","CK",5/1/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$17353.78,"",
"0001112223","CK",5/1/2022,($106.06),"DEBITCARD: Event Tickets","","Entertainment",$17247.72,"",
"0001112223","CK",5/2/2022,($12.24),"DEBITCARD: Pharmacy","","Health",$17235.48,"",
"0001112223","CK",5/2/2022,($15.57),"DEBITCARD: Pet Supplies","","Pets",$17219.91,"",
"0001112223","CK",5/4/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$16794.91,"budgeteer:goal=Auto Loan Down-payment",
"0001112223","CK",5/4/2022,($181.44),"DEBITCARD: Grocery Store","","Groceries",$16613.47,"",
"0001112223","CK",5/4/2022,($155.17),"DEBITCARD: Event Tickets","","Entertainment",$16458.30,"",
"0001112223","CK",5/4/2022,($33.39),"DEBITCARD: Pharmacy","","Health",$16424.91,"",
"0001112223","CK",5/5/2022,($79.99),"ACH:ISP INTERNET BILL","","Internet",$16344.92,"",
"0001112223","CK",5/6/2022,($32.90),"DEBITCARD: Books","","Shopping",$16312.02,"",
"0001112223","CK",5/7/2022,($39.99),"ACH:GYM MEMBERSHIP","","Health",$16272.03,"",
"0001112223","CK",5/8/2022,($131.25),"DEBITCARD: Grocery Store","","Groceries",$16140.78,"",
"0001112223","CK",5/9/2022,$922.60,"ACH:MOONLIGHT GIG","","Misc. Income",$17063.38,"Side work",
"0001112223","CK",5/9/2022,($27.60),"DEBITCARD: Restaurant","","Food & Drink",$17035.78,"",
"0001112223","CK",5/9/2022,($54.50),"DEBITCARD: Pet Supplies","","Pets",$16981.28,"",
"0001112223","CK",5/9/2022,($59.27),"DEBITCARD: Grocery Store","","Groceries",$16922.01,"",
"0001112223","CK",5/10/2022,($19.99),"ACH:STREAMING SUBSCRIPTION","","Entertainment",$16902.02,"",
"0001112223","CK",5/10/2022,($68.00),"ACH:MOBILE PHONE","","Utilities",$16834.02,"",
"0001112223","CK",5/10/2022,($22.21),"DEBITCARD: Clothing Store","","Shopping",$16811.81,"",
"0001112223","CK",5/11/2022,($210.00),"ACH:STUDENT LOAN SERVICER","","Loans",$16601.81,"",
"0001112223","CK",5/13/2022,($122.54),"ACH:ELECTRIC BILL","","Utilities",$16479.27,"",
"0001112223","CK",5/13/2022,($59.72),"DEBITCARD: Hardware Store","","Home",$16419.55,"",
"0001112223","CK",5/14/2022,($6.27),"DEBITCARD: Streaming Add-on","","Entertainment",$16413.28,"",
"0001112223","CK",5/14/2022,($72.69),"DEBITCARD: Event Tickets","","Entertainment",$16340.59,"",
"0001112223","CK",5/15/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$20140.59,"",
"0001112223","CK",5/15/2022,($11.47),"DEBITCARD: Streaming Add-on","","Entertainment",$20129.12,"",
"0001112223","CK",5/16/2022,($750.00),"Web Branch:TFR TO SV 0001112223","","Transfer",$19379.12,"budgeteer:apply=savings",
"0001112223","CK",5/16/2022,($11.95),"DEBITCARD: Books","","Shopping",$19367.17,"",
"0001112223","CK",5/17/2022,($20.54),"DEBITCARD: Books","","Shopping",$19346.63,"",
"0001112223","CK",5/18/2022,($9.76),"DEBITCARD: Coffee Shop","","Food & Drink",$19336.87,"",
"0001112223","CK",5/18/2022,($107.24),"DEBITCARD: Clothing Store","","Shopping",$19229.63,"",
"0001112223","CK",5/19/2022,($137.85),"DEBITCARD: Event Tickets","","Entertainment",$19091.78,"",
"0001112223","CK",5/20/2022,($45.06),"ACH:WATER BILL","","Utilities",$19046.72,"",
"0001112223","CK",5/20/2022,($70.11),"DEBITCARD: Hardware Store","","Home",$18976.61,"",
"0001112223","CK",5/21/2022,($35.93),"DEBITCARD: Hardware Store","","Home",$18940.68,"",
"0001112223","CK",5/21/2022,($5.55),"DEBITCARD: Coffee Shop","","Food & Drink",$18935.13,"",
"0001112223","CK",5/24/2022,($169.54),"DEBITCARD: Event Tickets","","Entertainment",$18765.59,"",
"0001112223","CK",5/25/2022,($5.58),"DEBITCARD: Streaming Add-on","","Entertainment",$18760.01,"",
"0001112223","CK",5/25/2022,($8.27),"DEBITCARD: Streaming Add-on","","Entertainment",$18751.74,"",
"0001112223","CK",5/25/2022,($110.02),"DEBITCARD: Clothing Store","","Shopping",$18641.72,"",
"0001112223","CK",5/25/2022,($26.57),"DEBITCARD: Ride Share","","Auto & Transport",$18615.15,"",
"0001112223","CK",5/26/2022,$157.56,"ACH:MOONLIGHT GIG","","Misc. Income",$18772.71,"Side work",
"0001112223","CK",5/26/2022,($20.44),"DEBITCARD: Books","","Shopping",$18752.27,"",
"0001112223","CK",5/26/2022,($27.08),"DEBITCARD: Clothing Store","","Shopping",$18725.19,"",
"0001112223","CK",5/27/2022,($712.93),"ACH:CREDIT CARD PAYMENT","","Credit Card",$18012.26,"",
"0001112223","CK",5/29/2022,($64.62),"DEBITCARD: Pharmacy","","Health",$17947.64,"",
"0001112223","CK",5/29/2022,($38.95),"DEBITCARD: Pet Supplies","","Pets",$17908.69,"",
"0001112223","CK",5/30/2022,($23.05),"DEBITCARD: Books","","Shopping",$17885.64,"",
"0001112223","CK",6/1/2022,$3800.00,"ACH:VISTA TECH PAYROLL","","Misc. Income",$21685.64,"",
"0001112223","CK",6/1/2022,($2189.00),"ACH:Redwood Grove RENT","","Mortgage / Rent",$19496.64,"",
"0001112223","CK",6/2/2022,($245.00),"ACH:HEALTH INSURANCE","","Insurance",$19251.64,"",
"0001112223","CK",6/3/2022,($41.16),"DEBITCARD: Pet Supplies","","Pets",$19210.48,"",
"0001112223","CK",6/3/2022,($11.96),"DEBITCARD: Ride Share","","Auto & Transport",$19198.52,"",
"0001112223","CK",6/4/2022,($174.84),"DEBITCARD: Grocery Store","","Groceries",$19023.68,"",
"0001112223","CK",6/5/2022,($39.35),"DEBITCARD: Gas Station","","Gas / Fuel",$18984.33,"",
"0001112223","CK",6/6/2022,($425.00),"ACH:AUTO LOAN PAYMENT","","Auto & Transport",$18559.33,"budgeteer:goal=Auto Loan Down-payment",
